date,product_id,product_name,category,region,units_sold,unit_price,market_trend_index,is_holiday,flu_alert_level,economic_index
2023-01-06,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1024,0.85,0.91,0,High,98.6
2023-01-06,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1019,25.0,1.13,0,Medium,95.85
2023-01-06,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,676,25.0,0.92,0,Medium,101.37
2023-01-06,SUPP001,Surgical Masks Box,Medical Supplies,North America,392,10.0,1.14,0,Medium,95.78
2023-01-06,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1055,10.0,0.91,1,High,101.96
2023-01-06,SUPP002,Surgical Gloves Box,Medical Supplies,North America,639,12.5,0.95,0,Medium,102.15
2023-01-06,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,899,12.5,1.1,0,High,102.38
2023-01-07,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1636,1.25,1.03,0,Low,102.58
2023-01-07,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1309,1.25,0.9,0,Low,95.41
2023-01-07,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1133,0.85,1.04,0,Medium,99.73
2023-01-07,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1232,0.85,0.95,0,Low,101.16
2023-01-07,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,867,25.0,1.01,0,Medium,103.56
2023-01-07,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1039,25.0,1.1,0,Low,101.42
2023-01-07,SUPP001,Surgical Masks Box,Medical Supplies,North America,1020,10.0,1.18,0,Low,101.43
2023-01-07,SUPP001,Surgical Masks Box,Medical Supplies,Europe,884,10.0,1.04,0,High,98.86
2023-01-07,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1084,12.5,0.92,0,High,95.23
2023-01-07,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,813,12.5,1.14,0,Low,101.97
2023-01-08,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1269,1.25,1.12,0,Low,96.77
2023-01-08,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1092,1.25,1.13,0,High,99.13
2023-01-08,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1383,0.85,1.0,1,High,99.29
2023-01-08,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,822,0.85,1.13,0,Low,104.03
2023-01-08,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1391,25.0,1.0,0,Low,95.11
2023-01-08,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1006,25.0,1.17,0,Low,104.5
2023-01-08,SUPP001,Surgical Masks Box,Medical Supplies,North America,1029,10.0,1.09,0,Low,98.29
2023-01-08,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1178,10.0,1.1,0,Medium,102.9
2023-01-08,SUPP002,Surgical Gloves Box,Medical Supplies,North America,996,12.5,0.92,0,Medium,103.88
2023-01-08,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,730,12.5,1.01,0,Low,102.62
2023-01-09,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,753,1.25,0.93,0,Low,103.22
2023-01-09,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1073,1.25,1.11,0,Low,104.87
2023-01-09,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,565,0.85,1.14,1,High,102.53
2023-01-09,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,577,0.85,1.01,0,Medium,100.58
2023-01-09,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1257,25.0,0.93,0,Low,99.69
2023-01-09,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,952,25.0,0.92,0,Low,101.49
2023-01-09,SUPP001,Surgical Masks Box,Medical Supplies,North America,1155,10.0,1.19,0,Low,103.69
2023-01-09,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1459,10.0,0.97,1,Low,104.7
2023-01-09,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1067,12.5,0.92,0,High,100.23
2023-01-09,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1003,12.5,1.09,0,Medium,101.28
2023-01-10,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1261,1.25,0.91,0,High,103.9
2023-01-10,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1055,1.25,1.04,0,Low,96.88
2023-01-10,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,362,0.85,1.08,0,High,104.86
2023-01-10,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,842,0.85,1.11,0,Low,103.14
2023-01-10,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,730,25.0,1.17,0,High,102.26
2023-01-10,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1147,25.0,1.08,0,High,103.66
2023-01-10,SUPP001,Surgical Masks Box,Medical Supplies,North America,1353,10.0,1.2,0,Medium,98.81
2023-01-10,SUPP001,Surgical Masks Box,Medical Supplies,Europe,859,10.0,1.19,0,High,99.69
2023-01-10,SUPP002,Surgical Gloves Box,Medical Supplies,North America,521,12.5,0.92,0,High,105.0
2023-01-10,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,820,12.5,1.2,0,Medium,104.45
2023-01-11,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,864,1.25,1.04,0,High,101.06
2023-01-11,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1186,1.25,0.97,0,Medium,98.58
2023-01-11,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1099,0.85,1.06,0,Medium,103.52
2023-01-11,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,775,0.85,1.07,0,High,99.03
2023-01-11,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1193,25.0,1.11,0,Low,95.15
2023-01-11,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1410,25.0,1.01,0,Low,99.37
2023-01-11,SUPP001,Surgical Masks Box,Medical Supplies,North America,919,10.0,1.05,0,Low,101.22
2023-01-11,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1215,10.0,1.16,1,Low,104.27
2023-01-11,SUPP002,Surgical Gloves Box,Medical Supplies,North America,488,12.5,1.04,1,Medium,98.29
2023-01-11,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,983,12.5,1.09,0,Low,96.29
2023-01-12,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1109,1.25,0.95,0,High,99.74
2023-01-12,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,718,1.25,1.1,0,Low,95.41
2023-01-12,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,840,0.85,0.95,0,Low,99.61
2023-01-12,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,762,0.85,0.96,0,Medium,101.9
2023-01-12,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,790,25.0,1.16,1,Low,97.77
2023-01-12,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1064,25.0,1.14,0,Low,97.09
2023-01-12,SUPP001,Surgical Masks Box,Medical Supplies,North America,917,10.0,1.09,0,Medium,102.47
2023-01-12,SUPP001,Surgical Masks Box,Medical Supplies,Europe,309,10.0,0.91,0,Medium,103.95
2023-01-12,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1923,12.5,0.93,0,Medium,97.42
2023-01-12,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1335,12.5,0.98,0,Low,98.22
2023-01-13,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,806,1.25,0.94,0,Medium,101.79
2023-01-13,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,675,1.25,1.14,0,Low,100.37
2023-01-13,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1456,0.85,1.03,0,Low,98.63
2023-01-13,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1161,0.85,1.09,0,Low,104.87
2023-01-13,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,580,25.0,0.93,0,Low,96.61
2023-01-13,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1168,25.0,0.96,0,Low,103.97
2023-01-13,SUPP001,Surgical Masks Box,Medical Supplies,North America,1014,10.0,1.02,1,Low,98.98
2023-01-13,SUPP001,Surgical Masks Box,Medical Supplies,Europe,750,10.0,1.19,0,High,97.58
2023-01-13,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1150,12.5,1.18,0,Medium,97.8
2023-01-13,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,706,12.5,1.13,0,Low,99.25
2023-01-14,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,511,1.25,0.93,0,Low,100.81
2023-01-14,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1014,1.25,0.95,0,Medium,95.52
2023-01-14,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,741,0.85,0.92,1,Low,103.1
2023-01-14,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,884,0.85,0.98,0,Medium,100.96
2023-01-14,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,258,25.0,1.0,1,High,104.65
2023-01-14,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,760,25.0,0.94,0,High,96.81
2023-01-14,SUPP001,Surgical Masks Box,Medical Supplies,North America,1025,10.0,1.07,0,Low,102.95
2023-01-14,SUPP001,Surgical Masks Box,Medical Supplies,Europe,953,10.0,0.96,0,Low,103.15
2023-01-14,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1086,12.5,1.01,0,Low,103.17
2023-01-14,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1622,12.5,1.03,0,Medium,98.01
2023-01-15,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1005,1.25,0.97,0,Low,100.44
2023-01-15,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1502,1.25,1.17,0,Low,104.4
2023-01-15,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,556,0.85,0.94,0,Medium,100.33
2023-01-15,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1343,0.85,1.17,0,Low,98.12
2023-01-15,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1249,25.0,0.91,0,Medium,103.77
2023-01-15,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,743,25.0,1.0,0,Low,103.46
2023-01-15,SUPP001,Surgical Masks Box,Medical Supplies,North America,919,10.0,1.14,0,Low,102.22
2023-01-15,SUPP001,Surgical Masks Box,Medical Supplies,Europe,706,10.0,1.12,0,Medium,100.43
2023-01-15,SUPP002,Surgical Gloves Box,Medical Supplies,North America,767,12.5,0.95,1,Medium,99.01
2023-01-15,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,626,12.5,1.04,1,Low,100.86
2023-01-16,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1733,1.25,0.91,0,High,100.65
2023-01-16,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1038,1.25,1.11,1,Medium,96.53
2023-01-16,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1564,0.85,1.03,0,High,104.26
2023-01-16,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1403,0.85,1.04,0,High,103.39
2023-01-16,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1016,25.0,1.08,0,Low,98.35
2023-01-16,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1328,25.0,1.14,0,Low,98.98
2023-01-16,SUPP001,Surgical Masks Box,Medical Supplies,North America,1246,10.0,1.0,0,Medium,99.52
2023-01-16,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1021,10.0,0.97,0,Low,96.76
2023-01-16,SUPP002,Surgical Gloves Box,Medical Supplies,North America,190,12.5,1.17,0,Medium,101.32
2023-01-16,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,983,12.5,0.9,0,Low,104.61
2023-01-17,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,919,1.25,0.93,1,Medium,100.95
2023-01-17,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,668,1.25,0.92,0,Low,103.98
2023-01-17,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,827,0.85,0.91,0,Medium,95.66
2023-01-17,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,835,0.85,1.13,0,Medium,99.41
2023-01-17,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1373,25.0,0.95,0,High,104.46
2023-01-17,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,377,25.0,1.01,0,Medium,99.09
2023-01-17,SUPP001,Surgical Masks Box,Medical Supplies,North America,1280,10.0,0.91,0,Low,101.72
2023-01-17,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1381,10.0,0.91,0,Medium,96.79
2023-01-17,SUPP002,Surgical Gloves Box,Medical Supplies,North America,633,12.5,0.93,0,Medium,103.56
2023-01-17,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1213,12.5,1.15,0,Medium,97.05
2023-01-18,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1177,1.25,0.9,0,Low,95.27
2023-01-18,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,907,1.25,0.95,0,Medium,103.93
2023-01-18,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,843,0.85,0.98,0,Medium,97.68
2023-01-18,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1314,0.85,1.09,0,Medium,99.36
2023-01-18,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,1063,25.0,1.13,0,High,99.87
2023-01-18,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,970,25.0,1.17,0,Medium,95.22
2023-01-18,SUPP001,Surgical Masks Box,Medical Supplies,North America,1092,10.0,1.09,0,Low,103.35
2023-01-18,SUPP001,Surgical Masks Box,Medical Supplies,Europe,486,10.0,1.2,0,Low,97.72
2023-01-18,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1058,12.5,0.98,0,Medium,103.3
2023-01-18,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,706,12.5,0.96,0,Low,104.0
2023-01-19,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1076,1.25,1.08,0,Low,104.14
2023-01-19,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1294,1.25,1.03,0,Medium,95.47
2023-01-19,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1155,0.85,0.92,0,Low,98.89
2023-01-19,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,782,0.85,0.99,0,Medium,97.97
2023-01-19,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,715,25.0,1.1,1,Medium,97.15
2023-01-19,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1789,25.0,0.91,0,Medium,95.51
2023-01-19,SUPP001,Surgical Masks Box,Medical Supplies,North America,1768,10.0,1.0,0,Low,95.75
2023-01-19,SUPP001,Surgical Masks Box,Medical Supplies,Europe,971,10.0,1.12,0,Medium,99.35
2023-01-19,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1212,12.5,1.14,0,Low,100.9
2023-01-19,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,831,12.5,1.01,0,High,96.37
2023-01-20,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,977,1.25,0.96,0,High,102.32
2023-01-20,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1186,1.25,1.14,0,Medium,103.49
2023-01-20,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,978,0.85,0.97,1,High,95.39
2023-01-20,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,501,0.85,1.11,1,Low,100.68
2023-01-20,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,675,25.0,1.18,1,High,99.74
2023-01-20,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1315,25.0,1.16,0,Low,103.29
2023-01-20,SUPP001,Surgical Masks Box,Medical Supplies,North America,1028,10.0,0.97,0,Low,101.96
2023-01-20,SUPP001,Surgical Masks Box,Medical Supplies,Europe,861,10.0,1.0,0,Low,98.15
2023-01-20,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1434,12.5,1.0,0,High,101.16
2023-01-20,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1058,12.5,0.97,0,High,95.21
2023-01-21,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1024,1.25,1.18,0,High,98.51
2023-01-21,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1319,1.25,1.13,0,Medium,101.28
2023-01-21,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,866,0.85,1.03,0,Low,96.1
2023-01-21,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1436,0.85,1.01,0,Low,97.34
2023-01-21,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,989,25.0,1.02,0,Low,104.5
2023-01-21,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1070,25.0,1.14,0,Medium,103.79
2023-01-21,SUPP001,Surgical Masks Box,Medical Supplies,North America,985,10.0,1.08,0,High,97.32
2023-01-21,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1202,10.0,1.18,0,Medium,100.13
2023-01-21,SUPP002,Surgical Gloves Box,Medical Supplies,North America,808,12.5,0.97,0,Medium,98.5
2023-01-21,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,840,12.5,0.92,1,High,104.28
2023-01-22,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,1426,1.25,1.11,0,High,97.24
2023-01-22,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,828,1.25,0.97,0,Medium,100.8
2023-01-22,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,816,0.85,1.17,1,High,103.1
2023-01-22,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,883,0.85,1.1,0,Low,99.08
2023-01-22,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,586,25.0,1.12,0,Low,97.2
2023-01-22,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,780,25.0,1.1,0,High,99.95
2023-01-22,SUPP001,Surgical Masks Box,Medical Supplies,North America,1758,10.0,1.15,0,Medium,100.66
2023-01-22,SUPP001,Surgical Masks Box,Medical Supplies,Europe,840,10.0,0.98,0,Medium,101.58
2023-01-22,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1246,12.5,1.11,0,Medium,102.53
2023-01-22,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1152,12.5,0.95,0,High,95.29
2023-01-23,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,949,1.25,1.0,0,Low,103.18
2023-01-23,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1044,1.25,1.15,0,Low,97.87
2023-01-23,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1057,0.85,1.09,0,Medium,100.4
2023-01-23,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,1013,0.85,1.13,0,Medium,100.41
2023-01-23,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,971,25.0,1.09,1,Low,104.37
2023-01-23,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1083,25.0,1.11,0,Low,102.08
2023-01-23,SUPP001,Surgical Masks Box,Medical Supplies,North America,1039,10.0,1.0,0,Low,103.72
2023-01-23,SUPP001,Surgical Masks Box,Medical Supplies,Europe,789,10.0,1.19,1,Medium,96.3
2023-01-23,SUPP002,Surgical Gloves Box,Medical Supplies,North America,1469,12.5,1.1,0,Low,104.97
2023-01-23,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,980,12.5,1.03,0,Low,102.95
2023-01-24,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,693,1.25,0.92,0,Medium,97.73
2023-01-24,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,1212,1.25,1.19,0,Medium,104.44
2023-01-24,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,1553,0.85,1.02,0,High,99.09
2023-01-24,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,678,0.85,1.17,0,Low,95.31
2023-01-24,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,North America,624,25.0,1.16,0,High,96.86
2023-01-24,DRUG003,Insulin Glargine 10ml,Pharmaceuticals,Europe,1433,25.0,1.16,0,Medium,103.45
2023-01-24,SUPP001,Surgical Masks Box,Medical Supplies,North America,1192,10.0,0.94,0,High,101.17
2023-01-24,SUPP001,Surgical Masks Box,Medical Supplies,Europe,1398,10.0,1.14,0,Low,96.25
2023-01-24,SUPP002,Surgical Gloves Box,Medical Supplies,North America,797,12.5,0.96,0,Low,100.82
2023-01-24,SUPP002,Surgical Gloves Box,Medical Supplies,Europe,1540,12.5,0.98,0,Low,99.55
2023-01-25,DRUG001,Atorvastatin 20mg,Pharmaceuticals,North America,864,1.25,1.08,0,Medium,103.6
2023-01-25,DRUG001,Atorvastatin 20mg,Pharmaceuticals,Europe,272,1.25,1.13,0,Medium,96.05
2023-01-25,DRUG002,Amoxicillin 500mg,Pharmaceuticals,North America,998,0.85,1.09,0,Medium,95.1
2023-01-25,DRUG002,Amoxicillin 500mg,Pharmaceuticals,Europe,652,0.85,1.0,0,Low,98.51
